community,type,post_id,text,likes,reposts,views,date
mathhedgehog,comment,67798,"Я тут пробовал поиграть пару лет назад в живые письма.

Так вот. Живые письма это очень дорого. Прям очень.

Это если вступать в переписку с несколькими людьми, а не одну открыточку отправить.

И что характерно, мало кто ответит))) 

Сеть, конечно, в этом отношении сотворила магию.",1,,,2026-03-28 18:46:56
mathhedgehog,comment,67798,"Мысли, конечно, интересные. Но... Жанр.... Такой жанр как письмо неодушевленному объекту, тем более абстрактному, вряд ли найдёт много поклонников... Особенно в эпоху нечитающих поколений ☹️",0,,,2026-03-29 08:32:35
mathhedgehog,comment,67798,"Уважаемый автор этого письма, вы сложили из букв прекрасное произведение, которое, по моему мнению, даже можно считать благоговейным искренним признанием важности математики в вашей жизни. Хочу поблагодарить вас от всей души, ибо что-то похожее и сам ощущаю к этой великой, строгой, но великолепной и притягивающей науке. И спасибо команде Ёжика за эту публикацию, ведь посреди трудов великих математиков, интереснейших теорем и доказательств, а также забавных шуток, вы публикуете ещё один неординарный шедевр!! Спасибо огромное!! 🥳🥳🥳",6,,,2026-03-29 13:01:52
mathhedgehog,comment,67798,Я чо так удобнее. Переслал сообщение в пять секунд Разве это не ускоривает коммуникацию разве молодые не начали писать больше?,0,,,2026-03-29 17:09:13
mathhedgehog,comment,67798,Телефон как вечная тетрадь - пиши.,0,,,2026-03-29 17:10:40
mathhedgehog,comment,67798,Тупость ваш пост вы ищите мышку в комнате не замечая слона.,0,,,2026-03-29 17:11:37
mathhedgehog,post,67782,"Дорогие коллеги!

Ёжик опять проводит набор новых авторов! Если вам интересна математика, и вы умеете (или хотите научиться) писать статьи на математические или околоматематические темы, то это очень хороший шанс для вас!

Все, кто хотел бы принять участие в конкурсе по набору новых редакторов, напишите сообщение нашему сообществу, или лично старшему администратору, [id2162375|Алексею Никитину]. Расскажите пару слов о себе, и через некоторое время предложите пробный пост, который будет опубликован на Ёжике практически моментально.

Если вы пройдёте конкурс, то будете приглашены в нашу дружную редакторскую команду. Там, помимо всеобщего уважения и известности, вы получите следующие бонусы:
- до 1000р за каждый авторский пост;
- участие в специальном диалоге нашей редакторской команды;
- статус админа в основном диалоге нашего сообщества.

Пишите! И перешлите данное сообщение всем своим друзьям, которым это могло бы быть интересно!

Ёжики, вперёд!!

#ёжик_в_матане",43,12.0,9741.0,2026-03-28 11:44:26
mathhedgehog,comment,67782,"Хотите научитЬся 
Пардоньте, но глаз режет",1,,,2026-03-28 11:48:14
mathhedgehog,post,67757,"Уважаемые коллеги!

📚Хочу представить вашему вниманию книгу, по сути современное и системное введение в одну из ключевых областей современной математики.

Книга вышла в издательстве Springer в 2016 году и насчитывает более 600 страниц, что делает её полноценным академическим учебником для студентов и исследователей.  ￼

Алгебраическая топология - это раздел математики, изучающий топологические пространства с помощью методов абстрактной алгебры, прежде всего через инварианты (группы гомотопии, гомологии и когомологии), позволяющие классифицировать пространства и понимать их структуру. В книге последовательно раскрываются фундаментальные понятия дисциплины: непрерывные отображения, фундаментальная группа, теория гомотопий, гомологии и когомологии, клеточные комплексы, а также более продвинутые темы, например, аксиомы Эйленберга–Стинрода, теория препятствий и спектральные последовательности.  ￼

Особенностью работы является её методологический баланс: автор делает акцент на геометрической интуиции, но при этом сохраняет строгую алгебраическую основу. Книга содержит большое количество примеров, упражнений и приложений, что делает её не только теоретическим, но и практико-ориентированным учебником.  ￼

Важно отметить и прикладной аспект, автор показывает, как методы алгебраической топологии используются не только в чистой математике, но и в физике, информатике, химии, экономике и биомедицинских науках.  ￼

С объективной точки зрения, книга занимает промежуточное положение между классическими строгими курсами (например, Хэтчер) и более прикладными введениями она доступна для студентов старших курсов и магистратуры, но при этом охватывает достаточно широкий спектр тем, включая современные направления.

#математика #алгебраическаятопология #топология #абстрактнаяалгебра #наука #учебники #math #algebraictopology #научнаялитература",88,61.0,10773.0,2026-03-27 23:01:21
mathhedgehog,comment,67757,С каких пор количество страниц определяет академичность изложения?,1,,,2026-04-02 00:20:20
mathhedgehog,post,67754,"На физмате и на матмехе есть старая, как мир шутка:
Попугай, сидящий в аудитории начал повторять слова: Коши, предел, дифференциал, интеграл, непрерывность в разном порядке и случайно защитил кандидатскую по математике. 
Тем, кому ещё предстоит сдавать математический анализ, не советую использовать это как рабочий совет. Тут следует понимать, что эта шутка не на пустом месте появилась и просто принять это к сведению. Но а тем, кому ещё предстоит ознакомится с данной дисциплиной, могу сказать своё воодушевляющее: - Идущие на смерть приветствуют тебя!

#ёжик_развлекается #студенческое_творчество #шутки 
#математический_юмор #рассказы",564,136.0,33601.0,2026-03-27 21:31:04
mathhedgehog,comment,67754,Какой смысл в слове псина?,0,,,2026-03-27 22:03:41
mathhedgehog,comment,67754,"наШУРуем это, наверное, больше в линал, чем в матан",2,,,2026-03-27 23:13:22
mathhedgehog,comment,67754,"Не понял к чему верхняя часть картинки? Бесконечность, действительно НЕ предел, так как предел - это число. Когда пишут, что ""предел равен бесконечности"", то это означает, что предел не существует...",5,,,2026-03-27 23:17:26
mathhedgehog,comment,67754,Не предел. Еее,0,,,2026-03-28 00:58:14
mathhedgehog,comment,67754,,7,,,2026-03-28 01:14:00
mathhedgehog,comment,67754,Ох уж этот матан,2,,,2026-03-28 01:14:47
mathhedgehog,comment,67754,"Перед ""псина"" запятая 🤓
И ""ознакомитЬся"" 🤓
Как говорил профессор Фаворский: ""Мы ж тут всё-таки приличные люди!""",20,,,2026-03-28 03:02:01
mathhedgehog,comment,67754,"Предел по базису фильтра, красивше выглядит.",0,,,2026-03-28 07:30:29
mathhedgehog,comment,67754,"После того, как начинаю понимать что-то сложное в математике, приходит ощущение, что оно на самом деле очень простое. 
Просто я туповат...",10,,,2026-03-28 08:10:15
mathhedgehog,comment,67754,"Я сначала понял фразу про не предел в смысле трансфинитов. Ну, тоже вариант. Там есть, куда дальше и",0,,,2026-03-28 08:46:30
mathhedgehog,comment,67754,"настоящий учёный обязательно включит 
логарифм",0,,,2026-03-28 09:26:47
mathhedgehog,comment,67754,"числа есть натуральные, ненатуральные, вещественные, антивещественные и запредельные... чё тут сложного.",1,,,2026-03-28 16:33:21
mathhedgehog,comment,67754,"И в комментариях люди всё ещё спорят о бесконечностях. Почему люди никак не могут придти к согласию? Какая разница, кто как определяет и произносит? Гёдель наглядно всем показал, что определения — ничего не стоят, если введены аксиомы. Если всех спорщиков о бесконечностях рассадить по комнатам, а потом дать одинаковые задачи, то они решат всё одинаково и получат одни и те же ответы (если будут в одной аксиоматике), но вот только фразеология будет разная.

К чему эти пустые споры ни о чём? В квантовой механике есть фраза ""Заткнись и считай!"". То же самое и здесь — заткнитесь и считайте, не философствуйте.",1,,,2026-03-28 17:15:12
mathhedgehog,comment,67754,,19,,,2026-03-28 22:20:17
mathhedgehog,comment,67754,Считаем),0,,,2026-03-29 01:34:38
mathhedgehog,comment,67754,https://m.vk.com/video-91640793_456242347,0,,,2026-03-29 08:05:26
mathhedgehog,comment,67754,Так вот как обучали ИИ!,0,,,2026-03-29 13:41:03
mathhedgehog,comment,67754,Пацаны из 90-х? Бесконечность - беспредел?,0,,,2026-03-29 13:44:37
mathhedgehog,comment,67754,😆,0,,,2026-03-29 14:56:04
mathhedgehog,comment,67754,Попугай понял лайфхак если последовательность слов Коши предел интеграл при n к бесконечности сходится к диплому то достаточно держать непрерывность речи и малый эпсилон смысла тогда любой дельта экзаменатора уже не спасает а у студентов наоборот предел знаний уходит в ноль быстрее чем интеграл от паники растет,0,,,2026-03-30 18:24:46
mathhedgehog,comment,67754,Отчего же не предел? Предел интегрирования - таки да!,0,,,2026-03-31 08:30:51
mathhedgehog,post,67736,"Строим эквидистанту кривой Безье.
1. Алгебраический метод.

Эквидистанта кривой Безье — это кривая, все точки которой равноудалены от исходной на фиксированное расстояние. Можно сказать, что эквидистанта — это кривая ""параллельная"" данной кривой.

В английском сообществе для эквидистанты принят термин ""оffset curve"". 

Эквидистанта вещь полезная. Она позволяет утолщать заданную кривую, что используют для имитации рисования кистью, прокладки трасс на электронной карте и конструирования глифов шрифтов. Однако построение эквидистанты — задача нетривиальная. Для этого придумали несколько эффективных методов.

И сегодня мы рассмотрим чистый алгебраический метод построения эквидистанты, а, затем, убедимся, что лучше использовать другой способ конструирования.

-------

#### Кривая Безье

Напомню, что кривая Безье — это параметрическая кривая, используемая в дизайне и геометрическом моделировании, форма которой зависит от положения трех или более управляющих вершин.

Далее кривую Безье буду сокращать до КБЗ.

Обычно работают с двумя разновидностями кривых Безье: квадратичной и кубической. Они отличаются числом управляющих вершин и степенью уравнения, описывающего кривую.

Квадратичная КБЗ состоит из трех вершин {P0, P1, P2}, кубическая КБЗ — из четырех {P0, P1, P2, P3}. Положение вершин определяет форму кривой. Когда крайние вершины зафиксированы, тогда форма квадратичной кривой зависит от положения одной средней вершины {P1}, а кубической — двух вершин {P1, P2}.

КБЗ описывает параметрическое уравнение: квадратичную — полином второй степени, а кубическую — третьей.

> В общем случае кривая Безье n-ой степени состоит из n+1 вершины и описывается уравнением n-ой степени.

На практике дизайнеры и инженеры активно пользуются кубической КБЗ, так как с ее помощью удобно обрисовывать форму контуров: двух управляющих вершин достаточно для гибкого управления формой кривой и интуитивного понимания, к чему приведет перемещение вершин.

-------
#### Эквидистанта

У одной КБЗ может быть две эквидистанты: левая и правая. Если считать, что КБЗ направлена от вершины P0 к вершине Pn, тогда левая эквидистанта расположится слева, а правая — справа. (Удивительно, не правда ли?!)

В идеале мы хотим получить параметрическое уравнение эквидистанты Q(t), находящейся на расстоянии d от исходной кривой P(t). Для этого необходимо найти единичный вектор нормали N(t) в каждой точке кривой, затем сместить эти точки вдоль вектора нормали на заданное расстояние:

Q(t) = P(t) + d N(t).

Выглядит просто. Но давайте рассмотрим полученное уравнение поближе.

-------
#### Параметрическое уравнение эквидистанты

Рассмотрим кубическую КБЗ, которая задана параметрическим уравнением P(t) = (x(t), y(t)), где x(t) и y(t) — полиномы третьей степени.

Касательный вектор V(t) к любой точке кривой — это производная по параметру t:

V(t) = ( x'(t), y'(t) ).

Вектор нормали M(t) перпендикулярен касательной, то есть равен:

M(t) = ( -y'(t), x'(t) ).

Для вычисления единичного вектора нормали N(t), необходимо нормальный вектор поделить на его длину:

N(t) = M(t) / |M(t)|.

А длина вектора выражается так:

|M(t)| = √ ( x'(t)^2 + y'(t)^2 ) = √W(t).

Таким образом единичный вектор нормали выражается формулой:

N(t) = ( -y'(t), x'(t) ) / √ ( x'(t)^2 + y'(t)^2 ) = M(t) / √W(t).

Отсюда получаем уравнение эквидистанты:

Q(t) = P(t) + d ∙ M(t) / √W(t).

Из-за корня в знаменателе им неудобно пользоваться. Также не ясно, какую степень имеет это уравнение и что из себя представляет.

-------

#### Степень уравнения эквидистанты

Избавимся от корня, возведя уравнение в квадрат, и перенесем слагаемые.

[Q(t) - P(t)]^2 = d^2 ∙ M(t)^2 / W(t).

Или

[Q(t) - P(t)]^2 ∙ W(t) - d^2 ∙ M(t)^2 = 0.

Подсчитаем степени.
[Q(t) - P(t)]^2 — разность эквидистанты и кривой 3-й степени в квадрате даст 6-ую степень.
W(t) — имеет 4-ую степень.
[Q(t) - P(t)]^2 ∙ W(t) — произведение даст 10-ую степень.

В итоге получим полином H(t) = 0 десятой степени. То есть уравнение эквидистанты является полиномом 10-й степени.

-------

Подробные математические исследования уравнения эквидистанты, были выполнены в начале 1990-х годов Р.Т. Фаруки (R.T. Farouki) и К.А. Неффом (C.A. Neff) и опубликованы в статьях:

Farouki R.T., Neff C.A. (1990)
Algebraic properties of plane offset curves

Farouki R.T., Neff C.A. (1990)
Analytic properties of plane offset curves

Авторы показали, что для кривой КБЗ степени n уравнение эквидистанты будет иметь степень q = 4n - 2. При этом оно будет содержать ½(q+2)(q+1) коэффициентов, каждый из которых является комбинацией координат управляющих вершин исходной КБЗ. 

Так, уравнение эквидистанты кубической КБЗ является уравнением 10-й степени и содержит 66 коэффициентов, каждый из которых представляет собой комбинацию координат четырех вершин. В итоге результирующее уравнение включает сотни элементарных слагаемых.

Из-за этой чудовищной громоздкости алгебраический метод вычисления эквидистанты (нормальные люди) не используют. Вместо него человечество придумало аппроксимации. 

Но давайте посмотри, что получится, если избавиться от параметра t и в какую ловушку мы при этом попадаем.

-------

#### Неявное уравнение эквидистанты

При помощи алгебраических методов от параметрического уравнения эквидистанты Q(t) можно перейти к уравнению эквидистанты, зависящему от координат: 

F(x, y) = 0. 

Это уравнение помогает разобраться в структуре и свойствах кривой, и, в то же время служит фильтром, который для произвольной точки (x, y) позволяет узнать, принадлежит ли она эквидистанте или нет. 

Опустив подробности скажу, что итоговое уравнение имеет вид:

F(x,y) = ∑∑ a{ij} ∙ x^i ∙ y^j,

или

F(x,y) = a{00} + a{10} x + a{01} y + a{20} x^2 + a{11} xy + ... + a{0,10} y^10 = 0.

При этом каждый коэффициент a{ij} — это комбинация координат вершин кривой Безье. Например, коэффициент a{10,0} при x^10 для кубической КБЗ равен выражению:

a{10,0} = [ (x3 - 3 x2 + 3 x1 - x0)^2 + (y3 - 3 y2 + 3 y1 - y0)^2 ]^2.

Здесь я не стал раскрыть скобки и дважды возводить в квадрат, иначе получился бы брат терагона). А подобных выражений у эквидистанты кубической кривой Безье — 66 штук. Громоздкая конструкция.

-------

#### Математическая ловушка

Полученное уравнение F(x,y) = 0 неявное: мы не можем выразить y через x. Поэтому мы не можем им нормально пользоваться.

Как только мы заменили Q(t) на F(x, y), мы перестали строить траекторию и начали описывать геометрическое место точек — множество всех точек, отстоящих от кривой Безье на расстояние d. Мы создали уравнение-фильтр F(x,y) = 0 для отбора точек, принадлежащих эквидистанте.

С помощью уравнения мы можем изучить свойства кривой. Но, при этом, оно не говорит нам ничего о порядке следования точек эквидистанты и описывает сразу две эквидистанты: левую и правую. То есть для практического использования оно малопригодно.

В итоге, мы искали простую формулу для эквидистанты, а нашли доказательство того, что простой формулы для эквидистанты в мире кривых Безье не существует.

В следующий раз расскажу о более простых и не менее точных построения эквидистаны КБЗ при помощи аппроксимации.

-------

Вывод. В будущем, когда молодое поколение полетит к звездам колонизировать другие планеты, потерпит там катастрофу и начнет восстанавливать цивилизацию с нуля (как в ""Поселке"" Кира Булычева), разнообразные математические знания, несомненно, ему помогут. Поэтому начнем накапливать эти знания сегодня, чтобы завтра передать их нашим потомкам. 

-------

#ёжик_пишет #алгебра_и_геометрия",191,108.0,23396.0,2026-03-26 16:42:23
mathhedgehog,comment,67736,"И при этом у колонистов, потерпевших крушение на далёкой планете не будет ЭВМ и МК. Придётся все вычисления делать вручную или с помощью самодельных логарифмических линеек или нарисованных номограмм. 🤔",6,,,2026-03-26 18:04:08
mathhedgehog,comment,67736,Я захожу в ВК не чтобы поплакать,0,,,2026-03-27 09:30:54
mathhedgehog,comment,67736,"Вот ссылки и пдф двух статей, упомянутых в заметке, с краткими аннотациями.

Farouki R.T., Neff C.A. (1990)
Algebraic properties of plane offset curves.

Farouki R.T., Neff C.A. (1990)
Analytic properties of plane offset curves.

https://t.me/mathrocknroll/201",3,,,2026-03-27 23:44:35
mathhedgehog,comment,67736,"Интересно можно ли каким-то явным образом построить Medial Axis (равноудаленную кривую внутри региона образованного функциями f(x) и g(x), где f(x)<=g(x), от f(x) строится эквидистанта вверх, от g(x) строится эквидистанта вниз, и строится ""след"" от пересечений этих эквизистант при увеличении шага остутпа)",0,,,2026-04-02 20:15:26
mathhedgehog,post,67708,"Дорогие коллеги!

Вчера утром ко мне подошёл заведующий нашей кафедры, И.С. Ломов, и подарил книгу, которую он писал и издавал больше 15 лет. Это была книга ""Лекции по теории числовых и функциональных рядов"", которую он написал вместе с нашим учителем, В.А. Ильиным.

Раньше мы выкладывали на Ёжике электронную версию данной книги, и как мне кажется, самое время сделать это ещё раз!

Вашему вниманию предлагается классический университетский учебник, написанный людьми, которые читали этот курс лекций многие десятки лет.

С моей точки зрения наиболее удачной у них получилась последняя глава о рядах Фурье, где вполне элементарными средствами доказывается важная теорема о сходимости (и равномерной сходимости) данных рядов.

В общем, Ёжик рекомендует!

#ёжик_читает
#математический_анализ_II",322,183.0,22534.0,2026-03-25 18:03:59
mathhedgehog,comment,67708,"Bravo, Ёжа. Это сделало моё сегодняшнее утро❕🌤 🌱 🌷",3,,,2026-03-26 08:36:01
mathhedgehog,comment,67708,"Я и не догадывалась, что это так бодрит!!",0,,,2026-03-26 08:36:14
mathhedgehog,comment,67708,🤝,0,,,2026-03-26 14:11:59
mathhedgehog,comment,67708,Спасибо! Отличная книга!,1,,,2026-03-26 20:46:40
mathhedgehog,comment,67708,"Спасибо, начинаешь читать и сразу вспоминается замечательный ролик про Коши-Шапошникова :)",1,,,2026-03-27 21:18:28
mathhedgehog,comment,67708,Какая красота! Спасибо!,0,,,2026-03-28 13:58:18
mathhedgehog,post,67697,"Недавно в нашем сообществе [https://vk.com/mathhedgehog?w=wall-186208863_65898|была задача] о нахождении центра масс. Однако представленное решение требовало применения численных методов и приближённых оценок. Такое может не понравится любителям точной математики. Поэтому, сегодня я порекомендую нашим читателям книгу из серии «библиотечки Квант» - Геометрия масс. Данная книга содержит как теоретический материал, так и задачи для самостоятельного решения разного уровня сложности. Но как учебное пособие, я вижу большую пользу этой книги в том, что она может послужить для школьника мостиком от геометрических теорем к координатно-векторному методу и даже криволинейным координатам (в данной книге рассматриваются в основном барицентрические координаты). А физическая интерпретация геометрических понятий поспособствует использованию междисциплинарных связей в обучении. 
Да и просто как разминка для ума и способ освежить знания по геометрии книга тоже хороша, если решать всё тихо и стандартно.

 #ёжик_решает #ёжик_читает #интересные_задачи 
#решение_задач #сборники_задач #планиметрия
#школьная_математика",206,129.0,19466.0,2026-03-25 12:12:00
mathhedgehog,comment,67697,Спасибо! В копилку!,5,,,2026-03-25 14:14:37
mathhedgehog,comment,67697,Всем брепси!,2,,,2026-03-25 21:48:42
mathhedgehog,comment,67697,"Хорошая книга - в детстве читал её, а после аспирантуры и защиты кандидатской диссертации периодически вспоминал в контексте размышлений о выпуклом анализе Рокафеллара.",1,,,2026-03-26 13:25:29
mathhedgehog,comment,67697,"подскажите, правильно ли найдены центры масс?
диаметр диска ""15""у.е. (2м)
серые окружности диаметром ""1""у.е. (0,1333м)
малые белые ""3/4""у.е. (0,1м)
большие белые ""3/2""у.е. (0,2м)

центр масс совпадает с ""геометрическим центром""?",0,,,2026-03-29 17:13:14
mathhedgehog,comment,67697,"есть в книге методы, формулы нахождения центра масс криволинейных плоских фигур границы которых и отверстий в них могут являться отрезками, дуговыми сегментами, сегментами эллипса, участками графиков функций, сплайнами?

 есть в книге методы, формулы нахождения центра масс криволинейных объёмных тел сложной формы?",0,,,2026-03-29 17:31:34
mathhedgehog,comment,67697,"подскажите, как построить окружность касающуюся трёх окружностей?",0,,,2026-03-29 17:33:16
mathhedgehog,post,67650,"Дорогие коллеги!

Сегодня, мой ученик, Егор Галкин прислал в диалог нашей научной группы информацию об очень любопытной заметке профессора из Гарварда Matthew Schwartz об использовании ИИ при написании его текущей научной статьи. 

https://www.anthropic.com/research/vibe-physics

Бонусом прикладываем саму статью. См. во вложениях.

Помещаю ниже текст от Егора, и было бы интересно узнать вашу точку зрения на всё это в комментариях! Если эта заметка станет популярной на нашем паблике, обещаю рассказать о своём собственном опыте по переводу и интерпретации (нематематического) текста 18 века! :)

-------------------------------------------------------------------------------
Новая статья от Гарвардского профессора теоретической физики, который написал статью с новым и полезным результатом по квантовой теории поля. Всем стоит прочитать статью, так как в ней подробно описывается, как нужно использовать нейросети для исследования нерешённых проблем в теоретической физике и какие проблемы возникают. Профессор оценивает текущий уровень передовых нейросетей как примерно 2 год аспирантуры. На все про все ушло 36М токенов, т.е. статья была готова за 2 недели и 150 долларов на API. Для самых технически сложных частей и общего планирования стоит использовать сразу несколько передовых нейросетей до достижения консенсуса (opus 4.6, gpt-5.4 pro, gemini 3.1 pro). Основная работа велась опусом в агентной обвязке, так это на данный момент лучшая агентная модель.
-------------------------------------------------------------------------------

#ёжик_дискутирует
#искусственный_интеллект",117,93.0,24438.0,2026-03-24 18:03:35
mathhedgehog,comment,67650,"Похоже, в ВК совершенно невозможно вставлять полезные ссылки в посты 😩

У этого поста просмотры были срезаны в ноль 😩",1,,,2026-03-24 20:57:59
mathhedgehog,comment,67650,"Могу только сказать, что если нейросети действительно ускорят научные исследования, то флаг им (или нам) в руки! Главное, чтобы инструмент был использован на благо и это благо потом не стукнуло тебе по голове. В любом случае, скоро на всякий случай все запретят😂",7,,,2026-03-24 21:22:13
mathhedgehog,comment,67650,"У нас в научной группе вообще интересно)

А в целом соглашусь с Евгением, главное чтобы всё на благо и в помощь в человеку🤗",2,,,2026-03-24 21:36:32
mathhedgehog,comment,67650,"Видите ли, за пользование моделькой все равно будь добр заплати 150$, но ведь аспиранту можно и не платить вовсе!",12,,,2026-03-24 23:54:31
mathhedgehog,comment,67650,"Это тот же маркетинг только вид сбоку. Для 99% случаев достаточно бесплатного ИИ помощника в поисковике Гугла. А все платные приблуды это не про ИИ, а про выручку и прибыль.",0,,,2026-03-25 08:11:30
mathhedgehog,comment,67650,"Теоретическая физика, уж простите, как и математика из анекдота, про ректора: когда к нему пришли нормальные физики со счетами на новое оборудование, он им сказал: что у вас за запросы! вот посмотрите на математиков, им нужны только карандаши, бумага и стирательные резинки, а философам и резинки не нужны. 

Дак вот, нынешние теорфизики из астрофизики и теории частиц уже ближе к философам. 

А тут иишечка как раз прямо прекрасна! Генерит бред — только в путь!",1,,,2026-03-25 20:15:22
mathhedgehog,comment,67650,"Год тому назад мне нужно было решение одной очень сложной (или может корректно неправильной  поставленной) задачи по ТВ. Было её четкое решение на форуме математиков (там они тоже плевались на корректность). Я дал задачу трём нейросетям: дженими, дипсик и, ради шутки, Алисе. На тот момент все они были максимальными по версии (дженими платная). Все три решили не правильно. Но самая близкая к правильному решению, как это ни странно, была Алиса 😁 Её логика была практически безупречная, только надо было в конце одну дополнительную операцию сделать и ответ сходился с ответом в задачнике. 🥲 Алиса, как ты смогла???",2,,,2026-03-26 15:06:41
mathhedgehog,comment,67650,"Я не понял - речь идёт о проведении исследования или написании статьи? 

Кажется, многие люди не видят разницы, и считают это нормальным.",0,,,2026-03-27 16:19:06
mathhedgehog,post,67633,"🏛Различия мозга ""гуманитариев"" и ""технарей""🔩

Добрый день, уважаемые читатели! В современном мире, особенно в старших классах школы, очень распространено деление на гуманитариев и технарей. Почти в каждой школе существуют профильные классы, а экзамен по математике и вовсе разделён на 2 ""варианта"". 
Ученые не делят человечество за умственные способности по этим двум категориям, но выделяют некоторые факторы, которые действительно создают различия в работе мозга и влияют на формируемые способности к тем или иным наукам. 

⚖Почему нет чёткого деления? 
1. Наш мозг активно адаптируется 
Он способен перестраиваться в ответ на обучение и опыт. Если человек начинает активно заниматься математикой, соответствующие зоны мозга будут развиваться. 
2. Задачи решаются несколькими мозговыми отделами 
За любую сложную задачу (будь то анализ стихотворения или решение уравнения) отвечает не один отдел мозга, а сеть взаимосвязанных областей.

🎏Но нечеткое разделение всё же есть! 
1. Специализация 
У людей с разной профессией и опытом могут быть более активны различные отделы мозга: 
▹у тех, кто занимается точными науками, - отдел, связанный с логическим мышлением и обработкой чисел (префронтальная кора, внутритеменная борозда)
▹у людей с гуманитарным опытом - отделы, отвечающие за обработку языка и социальных сигналов (височные доли, область Брока)
2. Когнитивные стратегии
При решении задач люди с разной подготовкой могут использовать разные подходы:
▹технари чаще опираются на алгоритмическое мышление и формальные правила
▹гуманитарии — на контекст, аналогии и образное мышление

⚗Ключевые исследования
1. Исследование 2015 года
С помощью фМРТ учёные изучали активность мозга студентов при решении математических и вербальных задач. Результат: одни и те же зоны мозга активировались у всех, но с разной интенсивностью в зависимости от опыта.

2. Исследование 2018 года
Наблюдение за школьниками показало, что интенсивное изучение математики в течение года приводило к изменениям в структуре мозга — увеличению объёма серого вещества в теменных долях.

3. Ещё одно исследование 2018 года
Исследователи из Франции пригласили 15 профессиональных математиков и 15 специалистов в гуманитарных науках. примерно с одинаковым уровнем образования. 
Каждой группе были представлены по 72 сложных утверждения из различных областей математики и по 18 исторических тезисов. У каждого участника было четыре секунды, чтобы оценить их как истинные, ложные или бессмысленные. 
Во время эксперимента мозг испытуемых сканировали с помощью функциональной томографии. Этот метод позволяет определить, какие участки мозга задействованы.
В итоге оказалось, что при оценке исторических утверждений мозг ""технарей” и ”гуманитариев” реагировал одинаково. А вот математические тезисы активировали участки в теменной, нижневисочной и префронтальной коре головного мозга у профессиональных математиков, но не у обычных людей. У нематематиков эти участки мозга активировались только тогда, когда им предлагали решить более простые задачи.
В то же время другие исследования показывают, что у некоторых математиков снижается активность в визуальных областях мозга, участвующих, например, в распознавании лиц. Это может означать, что нервные ресурсы, необходимые для работы с математическими понятиями, могут ""урезать"" другие возможности мозга.

🏖На формирование способностей и навыков влияет социальная среда. 
▹Дети, которым с детства давали решать головоломки или читать книги, развивают соответствующие способности.
▹Школа и университет формируют когнитивные стратегии. На разных специальностях учат думать по-разному, а также адаптируют мыслительные процессы под конкретные задачи. 
▹Социальные ожидания. Нередкими являются случаи, когда родители с раннего детства ограничивают детям доступ к определенным знаниям. Династия врачей настраивает ребенка на наследственную специальность, игнорируя другие науки, считая их отвлекающими факторами. 

Наука говорит о том, что никто не рождается великим математиком или, наоборот, великим историком. На навешивание спустя 20 лет ярлыка ""технарь"" и ""гуманитарий"" коренным образом влияет среда, которая диктует направление, которым занимается ребенок, а в последствие школьник. Поэтому все в наших руках 🤗
#ёжик_пишет
#ёжик_дискутирует",184,85.0,19178.0,2026-03-24 12:07:00
